1574937558	71472	146538	71447	
1574937568	72504	148508	72409	
1574937578	73381	150254	73255	
1574937588	74237	152063	74178	
1574937598	75173	153950	75108	
1574937608	76118	155917	76066	
1574937618	77044	157840	76992	
1574937628	77971	159674	77925	
1574937638	78945	161754	78926	
1574937648	79955	163824	79959	
1574937658	80919	165861	80996	
1574937668	81850	167712	81906	
1574937678	82756	169533	82766	
1574937688	83623	171238	83699	
1574937698	84420	172839	84523	
1574937708	85247	174689	85402	
1574937718	85976	176217	86150	
1574937728	86737	177698	86910	
1574937738	87483	179223	87598	
1574937748	88161	180684	88333	
1574937758	89088	182456	89177	
1574937768	89944	184222	90063	
1574937778	90938	186317	91047	
1574937788	91930	188480	92036	
1574937798	92880	190377	92974	
1574937809	93818	192319	93909	
1574937819	94859	194463	94970	
1574937829	95856	196440	96006	
1574937839	96793	198358	96916	
1574937849	97732	200194	97827	
1574937859	98631	202077	98701	
1574937869	99645	204058	99678	
1574937879	100655	205999	100663	
1574937889	101530	207743	101545	
1574937899	102490	209695	102584	
1574937909	103495	211726	103496	
1574937919	104496	213666	104492	
1574937929	105439	215562	105426	
1574937939	106320	217436	106329	
1574937949	107179	219176	107205	
1574937959	108088	220966	108093	
1574937969	109014	222900	109006	
1574937979	109940	224887	109953	
1574937989	110898	226810	110906	
1574937999	111733	228588	111777	
1574938009	112674	230570	112750	
1574938019	113619	232528	113650	
1574938029	114555	234333	114492	
1574938039	115519	236417	115484	
1574938049	116364	238047	116349	
1574938059	117114	239606	117175	
1574938069	118060	241618	118138	
1574938079	119074	243639	119060	
1574938089	120029	245698	120032	
1574938099	120973	247700	120980	
1574938109	121891	249597	121919	
1574938119	122810	251566	122884	
1574938129	123831	253671	123882	
1574938139	124827	255757	124858	
1574938149	125826	257695	125818	
1574938159	126840	259695	126728	
1574938169	127832	261760	127729	
1574938179	128767	263706	128722	
1574938189	129770	265713	129761	
1574938199	130765	267655	130742	
1574938209	131760	269640	131723	
1574938219	132713	271624	132728	
1574938229	133760	273543	133732	
1574938239	134698	275439	134653	
1574938249	135663	277393	135565	
1574938259	136603	279406	136555	
1574938269	137606	281432	137534	
1574938279	138626	283440	138540	
1574938289	139558	285487	139519	
1574938299	140598	287497	140499	
1574938309	141601	289474	141436	
1574938319	142586	291452	142496	
1574938329	143535	293415	143458	
1574938339	144502	295462	144487	
1574938349	145442	297258	145391	
1574938359	146420	299283	146435	
1574938369	147393	301248	147434	
1574938379	148386	303262	148399	
1574938389	149344	305254	149458	
1574938399	150352	307312	150501	
1574938409	151383	309287	151439	
1574938419	152393	311278	152450	
1574938429	153368	313292	153384	
1574938439	154400	315245	154372	
1574938449	155359	317246	155317	
1574938459	156378	319293	156266	
1574938469	157351	321204	157316	
1574938479	158340	323216	158299	
1574938489	159336	325255	159301	
1574938499	160320	327205	160307	
1574938509	161203	329260	161340	
1574938519	162214	331226	162357	
1574938529	163198	333241	163390	
1574938539	164224	335256	164440	
1574938549	165272	337347	165401	
1574938559	166279	339437	166346	
1574938569	167271	341382	167327	
1574938579	168216	343385	168312	
1574938589	169190	345363	169272	
1574938599	170116	347344	170302	
1574938609	171120	349352	171332	
1574938619	172150	351484	172363	
1574938629	173163	353532	173407	
1574938639	174146	355510	174420	
1574938649	175139	357564	175414	
1574938659	176059	359546	176347	
1574938669	176990	361547	177313	
1574938679	177966	363614	178294	
1574938689	178951	365580	179260	
1574938699	179966	367564	180237	
1574938709	180946	369649	181248	
1574938719	181962	371710	182203	
1574938729	182900	373789	183205	
1574938739	183838	375664	184138	
1574938749	184782	377558	185091	
1574938759	185742	379500	186110	
1574938769	186663	381515	187109	
1574938779	187661	383456	188076	
1574938789	188623	385424	189052	
1574938799	189636	387448	190047	
1574938809	190618	389532	190976	
1574938819	191582	391576	191922	
1574938829	192582	393576	192946	
1574938839	193587	395605	193893	
1574938849	194566	397652	194895	
1574938859	195564	399654	195856	
1574938869	196549	401642	196822	
1574938879	197510	403669	197775	
1574938889	198542	405692	198765	
1574938899	199508	407686	199704	
1574938909	200552	409668	200710	
1574938919	201533	411588	201728	
1574938929	202490	413578	202670	
1574938939	203537	415581	203676	
1574938949	204472	417428	204617	
1574938959	205382	419359	205558	
1574938969	206352	421202	206482	
1574938979	207267	423156	207459	
1574938989	208298	425233	208484	
1574938999	209340	427283	209542	
1574939009	210360	429312	210505	
1574939019	211431	431403	211458	
1574939029	212353	433277	212379	
1574939039	213305	435067	213331	
1574939049	214329	437029	214263	
1574939059	215267	439045	215215	
1574939069	216257	441080	216201	
1574939079	217226	443106	217187	
1574939089	218187	445067	218239	
1574939099	219197	447199	219259	
1574939109	220150	449179	220267	
1574939119	221133	451197	221227	
1574939129	222013	453033	222174	
1574939139	222937	454991	223086	
1574939149	223935	457118	224163	
1574939159	224884	459127	225174	
1574939169	225939	461106	226173	
1574939179	226911	463053	227133	
1574939189	227881	465088	228119	
1574939199	228877	467110	229087	
1574939212	229713	468839	229953	
1574939222	230241	469878	230433	
1574939290	230503	470399	230701	
1574939300	231517	472416	231703	
1574939310	232504	474518	232690	
1574939320	233482	476498	233701	
1574939330	234492	478600	234678	
1574939340	235476	480647	235680	
1574939350	236436	482646	236674	
1574939360	237480	484714	237707	
1574939370	238470	486781	238710	
1574939380	239428	488855	239649	
1574939390	240430	490883	240587	
1574939400	241439	492963	241558	
1574939410	242452	495093	242611	
1574939420	243411	497087	243590	
1574939430	244349	499090	244575	
1574939440	245303	501048	245528	
1574939450	246331	503064	246577	
1574939460	247342	505051	247575	
1574939470	248325	506983	248568	
1574939480	249310	508983	249578	
1574939490	250275	510979	250611	
1574939500	251322	513068	251614	
1574939510	252368	515175	252623	
1574939520	253388	517193	253601	
1574939530	254389	519215	254577	
1574939540	255345	521235	255534	
1574939550	256325	523196	256521	
1574939560	257294	525117	257450	
1574939570	258311	527100	258405	
1574939580	259300	529109	259381	
1574939590	260325	531080	260393	
1574939600	261306	533187	261405	
1574939610	262323	535279	262346	
1574939620	263265	537288	263312	
1574939630	264225	539245	264309	
1574939640	265204	541296	265347	
1574939650	266188	543247	266272	
1574939660	267223	545175	267357	
1574939670	268229	547184	268352	
1574939680	269174	549081	269320	
1574939690	270207	551089	270349	
1574939700	271198	553111	271380	
1574939710	272226	555167	272365	
1574939720	273259	557183	273325	
1574939730	274246	559248	274296	
1574939740	275278	561274	275284	
1574939750	276286	563352	276339	
1574939760	277354	565350	277317	
1574939770	278339	567383	278249	
1574939780	279334	569371	279244	
1574939790	280346	571360	280276	
1574939800	281337	573317	281300	
1574939810	282288	575374	282267	
1574939820	283320	577446	283260	
1574939830	284302	579526	284248	
1574939840	285315	581639	285264	
1574939850	286292	583693	286259	
1574939860	287298	585627	287245	
1574939870	288284	587656	288262	
1574939880	289200	589682	289195	
1574939890	290184	591768	290189	
1574939900	291136	593815	291135	
1574939910	292187	595841	292187	
1574939920	293193	597785	293190	
1574939930	294217	599900	294185	
1574939940	295222	602063	295133	
1574939950	296169	604054	296117	
1574939960	297105	606055	297105	
1574939970	298083	608134	298117	
1574939980	299095	610150	299136	
1574939990	300063	612206	300168	
1574940000	301025	614201	301127	
1574940010	302002	616195	302125	
1574940020	302958	618130	303111	
1574940030	304002	620119	304105	
1574940040	305055	622181	305117	
1574940050	306052	624164	306072	
1574940060	307044	626082	307048	
1574940070	308037	628170	308011	
1574940080	309037	630216	309014	
1574940090	310111	632234	309991	
1574940100	311127	634223	310919	
1574940110	312140	636197	311891	
1574940120	313140	638137	312924	
1574940130	314093	640135	313963	
1574940140	315043	642138	314933	
1574940150	316144	644228	315937	
1574940161	317119	646255	316984	
1574940171	318110	648312	317973	
1574940181	319036	650288	318934	
1574940191	319991	652266	319923	
1574940201	320984	654282	320930	
1574940211	322003	656336	321937	
1574940221	323024	658426	322944	
1574940231	323998	660449	323882	
1574940241	324998	662484	324882	
1574940251	325940	664443	325906	
1574940261	326959	666430	326907	
1574940271	327878	668425	327884	
1574940281	328829	670320	328853	
1574940314	329645	672073	329695	
1574940324	329981	672741	330031	
1574940496	330544	673765	330541	
1574940506	331299	675323	331327	
1574940516	331660	676037	331710	
1574940526	332009	676761	332056	
1574940536	332399	677479	332422	
1574940546	332843	678382	332874	
1574940564	333638	680068	333652	
1574940574	334685	682114	334635	
